id	rate	linear	gaussian	random	outliers	bigGap	range350	range750up	gamma2.2	gamma.45	area_land_m	area_water_m	area_total_sqkm	FIPS
17075	0.1	6290	0.47	581	1	329	343	808	57151.9983	2306.869466	2893771505	4235076	2898	17
17077	0.073	6300	1.1	4462	64	336	337	768	57352.0847	2308.535798	1512738935	47416329	1560	17
17079	0.095	6310	0.066	9370	32	310	205	835	57552.55259	2310.200687	1280788494	9334509	1290	17
17081	0.1	6320	-0.79	6545	38	448	209	871	57753.40207	2311.864139	1479284971	32709430	1512	17
17083	0.088	6330	-2.1	2337	47	357	40	882	57954.63327	2313.526155	956433045	20324176	977	17
17085	0.081	6340	-0.3	9264	25	500	293	803	58156.24632	2315.186739	1555836233	46279633	1602	17
17087	0.104	6350	-0.43	7082	20	303	196	939	58358.24133	2316.845896	890740817	12811494	904	17
17089	0.099	6360	1.2	2292	99	484	141	954	58560.61843	2318.503628	1346911608	10754964	1358	17
17091	0.128	6370	-0.22	849	60	498	309	760	58763.37773	2320.159939	1752310564	12413708	1765	17
17093	0.104	6380	0.033	4605	44	419	132	882	58966.51935	2321.814832	829746211	5059625	835	17
17095	0.103	6390	2.1	1825	75	332	262	823	59170.04342	2323.468311	1855506498	8834347	1864	17
17097	0.1	6400	-1.3	9031	31	340	90	981	59373.95005	2325.120379	1148915890	2395198623	3544	17
17099	0.124	6410	0.29	2321	56	319	174	960	59578.23936	2326.77104	2939956011	33693284	2974	17
17101	0.103	6420	-0.25	5418	98	369	194	885	59782.91148	2328.420297	963936841	5077778	969	17
17103	0.109	6430	0.14	9387	19	381	29	934	59987.96652	2330.068153	1877371538	10599304	1888	17
17105	0.107	6440	0.17	3555	50	358	57	950	60193.4046	2331.714612	2704687133	4252877	2709	17
17107	0.095	6450	0.3	9949	9	459	29	925	60399.22585	2333.359677	1600758839	2252736	1603	17
17109	0.077	6460	0.96	4245	2	492	273	752	60605.43037	2335.003351	1526558229	2012556	1529	17
17111	0.093	6470	0.78	9284	14	370	285	897	60812.01829	2336.645638	1562351167	19817947	1582	17
17113	0.074	6480	-0.42	6697	43	322	112	903	61018.98973	2338.286541	3064861297	7562638	3072	17
17115	0.124	6490	-0.093	1821	37	438	224	933	61226.34481	2339.926064	1503973612	13409460	1517	17
17117	0.105	6500	1.2	7452	91	466	310	897	61434.08363	2341.564209	2234952478	12252706	2247	17
17119	0.097	6510	-0.073	573	30	336	266	887	61642.20633	2343.20098	1853738750	64306255	1918	17
17121	0.119	6520	1.6	1612	29	476	307	854	61850.71302	2344.83638	1482442368	9487928	1492	17
17123	0.106	6530	1.7	8983	72	354	194	917	62059.60382	2346.470412	1001787876	30368305	1032	17
17125	0.143	6540	0.72	345	17	339	326	867	62268.87885	2348.103081	1396619110	62745252	1459	17
17127	0.08	6550	-0.33	6469	17	312	4	787	62478.53822	2349.734388	614390983	11904139	626	17
17129	0.078	6560	-1.4	3329	24	358	61	983	62688.58204	2351.364337	814388886	2641075	817	17
17131	0.089	6570	-1.1	5003	76	391	294	753	62899.01045	2352.992931	1453500334	19409984	1473	17
17133	0.078	6580	-0.43	8282	34	478	197	942	63109.82355	2354.620174	997189274	33718640	1031	17
17135	0.122	6590	-1.2	160	89	478	341	847	63321.02147	2356.246069	1822539574	15512965	1838	17
17137	0.084	6600	-1	6627	43	331	269	819	63532.60431	2357.870618	1473194632	9064992	1482	17
17139	0.09	6610	0.36	811	11	315	236	832	63744.5722	2359.493826	870088933	22102476	892	17
17141	0.119	6620	0.94	7037	66	348	102	943	63956.92526	2361.115694	1964706943	11425020	1976	17
17143	0.116	6630	-1.4	7204	32	493	231	785	64169.66359	2362.736227	1603693494	29505062	1633	17
17145	0.119	6640	-1.3	6744	4	424	106	959	64382.78732	2364.355427	1144186298	13416052	1158	17
17147	0.082	6650	-0.79	8726	91	475	78	950	64596.29655	2365.973297	1137477981	723468	1138	17
17149	0.081	6660	1.1	5400	32	450	7	936	64810.19142	2367.589841	2153317754	45283659	2199	17
17151	0.106	6670	-2.6	7167	58	339	67	838	65024.47203	2369.205061	955110213	14328502	969	17
17153	0.119	6680	-2.3	1774	63	471	262	897	65239.1385	2370.818962	515887805	10473599	526	17
17155	0.15	6690	-2	3794	80	440	321	902	65454.19095	2372.431544	414813854	31243033	446	17
17157	0.094	6700	1.2	4711	47	469	148	751	65669.62948	2374.042813	1490545821	56207459	1547	17
17159	0.105	6710	-0.32	3626	97	425	16	988	65885.45422	2375.65277	932423038	4884901	937	17
17161	0.095	6720	-0.063	7042	15	450	193	836	66101.66529	2377.26142	1107269212	61561322	1169	17
17163	0.108	6730	1.4	3587	47	429	291	911	66318.26278	2378.868764	1703640118	42092010	1746	17
17165	0.112	6740	0.57	8812	66	314	115	852	66535.24683	2380.474805	983746300	18008552	1002	17
17167	0.079	6750	0.035	5679	69	460	133	973	66752.61755	2382.079548	2248891701	22577677	2271	17
17169	0.066	6760	-0.49	578	90	387	190	987	66970.37505	2383.682994	1132531126	10511619	1143	17
17171	0.075	6770	1.6	7188	22	341	251	751	67188.51944	2385.285147	649861255	4812706	655	17
17173	0.1	6780	-0.95	6792	16	480	64	775	67407.05084	2386.88601	1964597878	24693146	1989	17
17175	0.098	6790	1.2	5095	14	492	257	872	67625.96936	2388.485586	746121702	708705	747	17
17177	0.116	6800	-0.1	3739	49	470	65	850	67845.27513	2390.083876	1462175841	1385929	1464	17
17179	0.113	6810	2.1	2495	75	492	61	771	68064.96824	2391.680886	1681105109	22941950	1704	17
17181	0.108	6820	-0.82	9504	43	342	38	941	68285.04882	2393.276617	1070855733	22502288	1093	17
17183	0.12	6830	-0.41	8300	3	310	335	801	68505.51698	2394.871072	2326763518	7534496	2334	17
17185	0.103	6840	1	5926	60	398	162	977	68726.37283	2396.464254	578224657	11012015	589	17
17187	0.08	6850	0.48	8233	4	389	104	772	68947.61649	2398.056166	1404823489	1674135	1406	17
17189	0.08	6860	-0.59	2287	73	371	304	899	69169.24807	2399.646811	1457058164	3454759	1461	17
17191	0.097	6870	1.6	9262	67	393	319	975	69391.26768	2401.236192	1848769766	4331019	1853	17
17193	0.086	6880	-0.39	2603	79	356	99	833	69613.67544	2402.824311	1281439168	18374883	1300	17
17195	0.106	6890	1.3	2475	63	444	108	988	69836.47146	2404.411172	1772198884	31796433	1804	17
17197	0.099	6900	-2	2784	11	308	165	900	70059.65585	2405.996777	2167644189	31847673	2199	17
17199	0.096	6910	2	2651	22	351	217	777	70283.22872	2407.581129	1088219287	62646403	1151	17
17201	0.155	6920	-1.3	5703	2	460	44	777	70507.19019	2409.164231	1329636652	15216951	1345	17
17203	0.086	6930	-1	2783	51	313	187	910	70731.54037	2410.746086	1367025012	38410921	1405	17
18001	0.134	6940	1	2484	29	394	229	966	70956.27938	2412.326696	878078763	2430677	881	18
18003	0.093	6950	1.8	1056	9	396	207	826	71181.40731	2413.906064	1702441353	7007597	1709	18
18005	0.088	6960	-2	5612	35	334	331	909	71406.92429	2415.484193	1053849447	6815270	1061	18
18007	0.09	6970	0.31	9174	62	357	241	795	71632.83043	2417.061086	1052616465	236033	1053	18
18009	0.133	6980	1.2	2902	53	355	144	919	71859.12584	2418.636745	427554659	1303566	429	18
18011	0.068	6990	-1.9	5920	2	464	71	986	72085.81063	2420.211174	1095336135	877918	1096	18
18013	0.078	7000	1.3	4155	93	322	219	783	72312.88492	2421.784374	808029692	12040226	820	18
18015	0.099	7010	-1	7354	36	381	7	828	72540.34881	2423.356349	964066245	7227489	971	18
18017	0.105	7020	0.019	3933	12	472	328	903	72768.20241	2424.927102	1067475956	6974424	1074	18
18019	0.082	7030	-0.24	7031	45	365	242	962	72996.44584	2426.496634	965728793	9274888	975	18
18021	0.096	7040	-0.14	8610	8	498	0	805	73225.0792	2428.064949	926094201	7133798	933	18
18023	0.092	7050	1.3	9449	44	427	350	880	73454.10262	2429.632049	1049119213	461117	1050	18
18025	0.105	7060	0.81	6809	85	412	343	841	73683.51619	2431.197938	791601701	7974817	800	18
18027	0.049	7070	-0.21	269	36	478	20	835	73913.32004	2432.762617	1112371102	19127743	1131	18
18029	0.089	7080	-0.46	6913	22	484	65	779	74143.51426	2434.326089	790033494	6168683	796	18
18031	0.11	7090	-1.2	4533	5	357	228	772	74374.09898	2435.888357	964946208	1955479	967	18
18033	0.124	7100	-0.47	4493	7	319	179	756	74605.07429	2437.449424	939710807	2657428	942	18
18035	0.095	7110	0.89	810	63	448	242	761	74836.44032	2439.009292	1015596084	9803978	1025	18
18037	0.08	7120	0.9	4469	79	329	4	896	75068.19717	2440.567964	1106624669	20884543	1128	18
18039	0.15	7130	-2.7	3847	4	378	143	989	75300.34494	2442.125442	1199614716	12423365	1212	18
18041	0.134	7140	0.85	7788	58	498	147	760	75532.88376	2443.681729	556901540	366406	557	18
18043	0.074	7150	-1.3	5075	45	357	211	897	75765.81373	2445.236828	383154033	2644456	386	18
18045	0.116	7160	0.24	7627	57	387	222	759	75999.13496	2446.790741	1024769247	5734092	1031	18
18047	0.089	7170	0.49	6621	98	368	123	872	76232.84756	2448.34347	995670736	17143505	1013	18
18049	0.112	7180	-2.5	341	74	302	191	938	76466.95164	2449.895019	954118481	7454415	962	18
18051	0.067	7190	0.55	5830	10	445	309	844	76701.4473	2451.445389	1262597418	30232626	1293	18
18053	0.111	7200	0.81	5160	54	339	301	827	76936.33466	2452.994584	1072452756	2133490	1075	18
18055	0.071	7210	0.75	5069	43	372	174	988	77171.61383	2454.542605	1405058571	8861019	1414	18
18057	0.061	7220	-0.24	6055	3	444	337	934	77407.28491	2456.089456	1021225953	21080652	1042	18
18059	0.078	7230	-1.4	3445	87	475	316	794	77643.34801	2457.635139	792576076	2615353	795	18
18061	0.078	7240	2.3	201	84	419	220	979	77879.80324	2459.179656	1254889457	5193189	1260	18
18063	0.068	7250	-0.29	436	97	422	289	793	78116.65072	2460.72301	1053898381	4830507	1059	18
18065	0.12	7260	0.38	7704	31	436	28	913	78353.89054	2462.265203	1014954786	7655120	1023	18
18067	0.119	7270	0.024	9725	54	448	153	797	78591.52282	2463.806238	758858966	2394188	761	18
18069	0.111	7280	-1.7	1321	94	408	251	942	78829.54766	2465.346117	991056674	13133729	1004	18
18071	0.101	7290	1.3	1614	96	391	108	879	79067.96517	2466.884842	1319114198	11915575	1331	18
18073	0.087	7300	0.31	6700	22	402	343	843	79306.77547	2468.422417	1449421061	4560866	1454	18
18075	0.104	7310	-1.5	1909	57	343	197	869	79545.97865	2469.958844	994310111	458546	995	18
18077	0.095	7320	1.2	2373	84	346	275	962	79785.57483	2471.494124	934033622	5844624	940	18
18079	0.122	7330	-1.3	8416	32	378	184	990	80025.56411	2473.028261	975363941	4546194	980	18
18081	0.074	7340	2.8	7826	21	500	233	761	80265.9466	2474.561257	829906417	3525678	833	18
18083	0.066	7350	-0.52	263	81	437	44	790	80506.72241	2476.093114	1336514269	20755095	1357	18
18085	0.11	7360	-2.3	7563	75	497	206	806	80747.89164	2477.623834	1376280527	59590716	1436	18
18087	0.14	7370	0.37	553	61	425	15	950	80989.4544	2479.15342	983195242	18359940	1002	18
18089	0.094	7380	-0.14	6993	93	370	194	840	81231.41081	2480.681875	1292340642	330469428	1623	18
18091	0.107	7390	0.0044	8700	67	482	176	807	81473.76095	2482.209201	1549587619	38747154	1588	18
18093	0.111	7400	-0.98	4085	62	309	47	838	81716.50495	2483.7354	1163341587	7149012	1170	18
18095	0.097	7410	-0.22	8438	27	303	73	791	81959.64291	2485.260474	1170457647	2559353	1173	18
18097	0.084	7420	-1.6	2171	37	452	193	904	82203.17493	2486.784426	1026492922	17303138	1044	18
18099	0.114	7430	-1.2	1649	86	443	10	838	82447.10113	2488.307258	1148994017	15834723	1165	18
18101	0.063	7440	1.9	7262	40	405	144	852	82691.4216	2489.828972	869570146	12078264	882	18
18103	0.123	7450	-0.91	6328	82	401	252	979	82936.13645	2491.349571	968246655	9184648	977	18
18105	0.056	7460	-1.4	1934	16	440	306	871	83181.24579	2492.869058	1021811687	43504230	1065	18
18107	0.097	7470	-0.13	1124	32	373	173	853	83426.74973	2494.387434	1306949763	2148469	1309	18
18109	0.075	7480	-1.4	8521	82	314	282	972	83672.64837	2495.904701	1046284185	14129858	1060	18
18111	0.089	7490	-0.043	9454	26	340	298	951	83918.94182	2497.420862	1040550543	4349506	1045	18
18113	0.145	7500	1.9	434	71	386	28	821	84165.63017	2498.93592	1064079589	17066448	1081	18
18115	0.105	7510	0.48	5461	67	419	5	867	84412.71355	2500.449876	223101878	3352213	226	18
18117	0.092	7520	-1	1631	58	442	28	867	84660.19204	2501.962734	1031818419	25393828	1057	18
18119	0.081	7530	-1	588	28	433	106	829	84908.06577	2503.474494	997894792	6568718	1004	18
18121	0.083	7540	0.49	6299	21	470	261	752	85156.33483	2504.985159	1151671012	13769481	1165	18
18123	0.088	7550	-0.093	5493	31	416	346	834	85404.99932	2506.494732	988668637	11817649	1000	18
18125	0.087	7560	0.091	1892	6	353	296	784	85654.05936	2508.003215	865677151	17752923	883	18
18127	0.082	7570	1.2	7355	46	339	269	963	85903.51505	2509.51061	1083011641	268393387	1351	18
18129	0.07	7580	0.13	2734	61	465	272	869	86153.36649	2511.016919	1060787822	25259374	1086	18
18131	0.095	7590	0.21	3128	14	450	292	981	86403.61378	2512.522144	1123146055	2291536	1125	18
18133	0.082	7600	0.8	7327	82	438	289	842	86654.25704	2514.026288	1244576865	5585869	1250	18
18135	0.102	7610	1.6	4908	19	425	18	864	86905.29636	2515.529354	1171656605	2420299	1174	18
18137	0.091	7620	-1.5	8716	7	395	182	942	87156.73185	2517.031342	1156236792	4237459	1160	18
18139	0.095	7630	-0.23	5629	48	332	255	760	87408.56361	2518.532255	1057035452	872309	1058	18
18141	0.104	7640	-0.95	2129	3	431	172	887	87660.79175	2520.032096	1185822386	9160592	1195	18
18143	0.121	7650	-0.56	224	18	369	3	918	87913.41637	2521.530866	493126320	6089001	499	18
18145	0.088	7660	-0.47	7155	69	345	139	856	88166.43758	2523.028568	1064866136	4167815	1069	18
18147	0.081	7670	0.32	4424	31	340	205	942	88419.85547	2524.525204	1027563200	12126268	1040	18
18149	0.126	7680	1.4	1608	8	416	297	824	88673.67016	2526.020776	800657570	7951314	809	18
18151	0.129	7690	1.5	2086	43	373	292	923	88927.88174	2527.515286	799639437	35543662	835	18
18153	0.093	7700	0.21	2856	98	463	330	768	89182.49032	2529.008736	1158093351	18061346	1176	18
18155	0.07	7710	0.38	8498	98	409	259	874	89437.49601	2530.501129	571436384	7267095	579	18
18157	0.085	7720	-1.1	7178	1	403	226	765	89692.89889	2531.992467	1294484201	8910176	1303	18
18159	0.103	7730	-0.18	3976	72	347	175	884	89948.69909	2533.482751	674797593	68028	675	18
18161	0.086	7740	-0.66	9629	7	326	183	863	90204.8967	2534.971984	417568495	10238509	428	18
18163	0.074	7750	-0.28	3604	26	369	40	886	90461.49182	2536.460168	604739183	7351999	612	18
18165	0.108	7760	-1.2	7094	36	491	108	861	90718.48456	2537.947304	665311753	7904759	673	18
18167	0.092	7770	-0.19	7810	18	377	19	902	90975.87501	2539.433396	1044875181	18186444	1063	18
18169	0.12	7780	-0.95	259	27	316	59	851	91233.66329	2540.918445	1068206255	22115988	1090	18
18171	0.101	7790	-0.41	1666	56	456	346	813	91491.84949	2542.402453	944520571	4466121	949	18
18173	0.069	7800	-0.1	7686	90	312	96	765	91750.43372	2543.885423	996857041	15966180	1013	18
18175	0.112	7810	-2.2	7198	86	429	208	754	92009.41608	2545.367355	1330544687	7441766	1338	18
18177	0.109	7820	0.2	7346	87	324	335	937	92268.79666	2546.848254	1040508995	6732227	1047	18
18179	0.091	7830	-0.49	875	51	364	107	841	92528.57558	2548.328119	953341239	5596388	959	18
18181	0.094	7840	0.86	2488	30	416	44	956	92788.75293	2549.806954	1308269681	9203201	1317	18
18183	0.116	7850	-0.16	1689	54	418	321	765	93049.32882	2551.28476	869113981	6080446	875	18
19001	0.051	7860	-0.31	1497	50	342	34	965	93310.30334	2552.76154	1474404174	2597996	1477	19
19003	0.06	7870	1.8	3841	84	416	49	765	93571.67661	2554.237296	1096700751	5353404	1102	19
19005	0.093	7880	0.15	4314	7	338	107	801	93833.44871	2555.712029	1655214375	50995260	1706	19
19007	0.094	7890	0.45	5480	7	409	59	965	94095.61976	2557.185741	1287982967	49083873	1337	19
19009	0.051	7900	0.074	6293	66	415	144	909	94358.18984	2558.658435	1147264446	1152260	1148	19
19011	0.058	7910	0.95	3308	40	341	74	963	94621.15907	2560.130113	1855117307	5760770	1861	19
19013	0.058	7920	-1.3	8461	10	319	93	781	94884.52755	2561.600776	1465331841	17900109	1483	19
19015	0.059	7930	-0.89	6362	72	487	89	884	95148.29537	2563.070427	1480356898	5364811	1486	19
19017	0.05	7940	-0.29	6167	4	326	311	757	95412.46264	2564.539067	1127880109	10171938	1138	19
19019	0.059	7950	-1.7	8573	68	471	177	853	95677.02946	2566.006698	1478934818	5427653	1484	19
19021	0.055	7960	-1.1	332	72	490	64	903	95941.99592	2567.473323	1488989048	13791665	1503	19
19023	0.06	7970	-2.8	9213	98	424	198	790	96207.36213	2568.938944	1502536017	4209726	1507	19
19025	0.054	7980	-0.22	2720	48	489	252	791	96473.12819	2570.403561	1476209004	5560503	1482	19
19027	0.042	7990	1.3	2687	50	389	339	783	96739.2942	2571.867178	1474835085	2145349	1477	19
19029	0.058	8000	-0.063	4292	33	489	159	936	97005.86026	2573.329796	1461450834	1758815	1463	19
19031	0.057	8010	1.3	9912	54	337	345	826	97272.82646	2574.791417	1500730751	6385841	1507	19
19033	0.067	8020	-0.52	7176	36	314	132	980	97540.19292	2576.252043	1471881722	17668265	1490	19
19035	0.044	8030	-0.22	345	39	310	312	955	97807.95972	2577.711676	1494180439	423187	1495	19
19037	0.084	8040	-0.063	5371	4	309	100	864	98076.12698	2579.170318	1306338744	3309320	1310	19
19039	0.074	8050	1.3	4401	44	415	250	916	98344.69478	2580.627971	1116716067	1524746	1118	19
19041	0.062	8060	-0.59	19	54	439	272	928	98613.66323	2582.084636	1469139488	13866649	1483	19
19043	0.079	8070	-0.97	2167	14	485	282	970	98883.03243	2583.540316	2016303743	36687942	2053	19
19045	0.077	8080	-1.5	4014	79	322	56	792	99152.80248	2584.995012	1799830912	39514668	1839	19
19047	0.047	8090	-1.7	6080	17	491	202	933	99422.97347	2586.448727	1849742901	2194272	1852	19
19049	0.051	8100	0.51	2375	43	386	260	887	99693.5455	2587.901462	1524071588	8420729	1532	19
19051	0.101	8110	0.9	643	81	378	287	897	99964.51869	2589.353218	1300661934	6904100	1308	19
19053	0.066	8120	-0.73	8519	49	357	181	958	100235.8931	2590.803999	1377567410	4140765	1382	19
19055	0.068	8130	0.56	2594	57	466	260	978	100507.6689	2592.253806	1496381669	3082462	1499	19
19057	0.082	8140	1	9436	57	400	253	938	100779.8461	2593.70264	1077781101	35267890	1113	19
19059	0.058	8150	0.32	2189	42	398	262	914	101052.4248	2595.150503	985764408	60490793	1046	19
19061	0.06	8160	0.38	3292	85	427	92	875	101325.4052	2596.597398	1575502131	21124442	1597	19
19063	0.086	8170	1.8	8617	87	420	31	876	101598.7873	2598.043326	1025328491	17196398	1043	19
19065	0.085	8180	-0.35	6751	76	423	235	883	101872.5713	2599.488289	1892804701	1320705	1894	19
19067	0.087	8190	0.58	1917	44	440	198	872	102146.7572	2600.932289	1296631059	1942569	1299	19
19069	0.07	8200	1.1	9659	10	359	9	856	102421.3451	2602.375328	1507301307	1428932	1509	19
19071	0.07	8210	0.98	3945	65	497	197	761	102696.3352	2603.817407	1323872906	14214134	1338	19
19073	0.063	8220	-0.72	8864	28	489	98	836	102971.7275	2605.258528	1475188805	4249889	1479	19
19075	0.049	8230	-0.49	5245	48	470	68	908	103247.5221	2606.698693	1299797737	94406	1300	19
19077	0.056	8240	1.5	2371	76	474	256	882	103523.7191	2608.137904	1529699159	6355536	1536	19
19079	0.081	8250	1.8	5980	63	375	238	851	103800.3187	2609.576163	1493776461	1965337	1496	19
19081	0.09	8260	-0.14	8998	35	469	50	945	104077.3208	2611.013471	1478894985	5265568	1484	19
19083	0.06	8270	-1.3	9134	7	463	33	762	104354.7257	2612.44983	1474507700	1773879	1476	19
19085	0.044	8280	2.7	5627	53	305	8	784	104632.5334	2613.885242	1804808431	12417758	1817	19
19087	0.088	8290	-0.69	814	49	437	62	808	104910.7441	2615.319709	1124896700	5780297	1131	19
19089	0.086	8300	-0.67	1059	86	385	97	829	105189.3577	2616.753232	1225706334	927963	1227	19
19091	0.062	8310	0.66	6516	66	425	195	943	105468.3744	2618.185814	1124967280	3406147	1128	19
19093	0.058	8320	0.54	9935	26	313	306	938	105747.7944	2619.617455	1117599643	1406461	1119	19
19095	0.058	8330	-0.17	6348	67	386	46	915	106027.6176	2621.048158	1518915991	2686847	1522	19
19097	0.077	8340	0.53	6066	17	365	217	914	106307.8442	2622.477925	1647332503	35141510	1682	19
19099	0.081	8350	0.25	8824	29	438	258	782	106588.4744	2623.906757	1891779130	6565706	1898	19
19101	0.087	8360	-0.27	5478	48	442	114	801	106869.5081	2625.334656	1127964783	3538407	1132	19
19103	0.044	8370	0.61	8033	78	485	273	846	107150.9455	2626.761624	1590355531	23595209	1614	19
19105	0.063	8380	0.26	5478	49	397	29	858	107432.7867	2628.187662	1490851095	3582589	1494	19
19107	0.071	8390	1.3	5280	62	326	8	948	107715.0318	2629.612772	1500067264	1929323	1502	19
19109	0.056	8400	1.9	1365	65	447	80	801	107997.6808	2631.036955	2519332666	4154725	2523	19
19111	0.114	8410	1.8	3426	97	490	129	854	108280.7339	2632.460215	1340377318	55290806	1396	19
19113	0.065	8420	-0.058	7816	59	441	160	835	108564.1912	2633.882551	1856749368	19709384	1876	19
19115	0.08	8430	-1.3	3768	20	423	88	942	108848.0528	2635.303967	1040583598	40784326	1081	19
19117	0.06	8440	-1	1220	21	410	190	938	109132.3187	2636.724463	1115257659	9852846	1125	19
19119	0.043	8450	-0.61	6181	98	313	183	930	109416.9891	2638.144041	1522007089	334465	1522	19
19121	0.058	8460	-2.5	6908	56	452	65	914	109702.064	2639.562703	1452999336	2983842	1456	19
19123	0.077	8470	-0.39	8262	78	415	335	963	109987.5436	2640.980451	1478528149	6564786	1485	19
19125	0.057	8480	0.89	7566	92	383	160	908	110273.4279	2642.397286	1436247792	41363233	1478	19
19127	0.07	8490	-0.35	530	87	397	238	761	110559.717	2643.81321	1482770586	1803080	1485	19
19129	0.043	8500	-0.38	8830	48	345	43	782	110846.4111	2645.228225	1132950357	8306516	1141	19
19131	0.054	8510	0.86	6451	1	387	206	947	111133.5103	2646.642332	1215049022	1118418	1216	19
19133	0.071	8520	-0.39	8050	94	321	101	765	111421.0145	2648.055533	1797638003	12592271	1810	19
19135	0.075	8530	1	4243	8	336	242	929	111708.924	2649.467829	1123317231	1522796	1125	19
19137	0.087	8540	-2.3	1259	72	395	287	876	111997.2388	2650.879223	1098405664	2410459	1101	19
19139	0.089	8550	-1	1787	9	372	271	802	112285.959	2652.289715	1133042092	30197314	1163	19
19141	0.053	8560	1.2	6684	79	326	36	829	112575.0847	2653.699308	1484154230	447448	1485	19
19143	0.054	8570	-0.075	2792	56	319	30	963	112864.616	2655.108003	1032593813	1835265	1034	19
19145	0.087	8580	0.097	86	35	300	144	975	113154.553	2656.515802	1385494467	1359125	1387	19
19147	0.07	8590	0.1	2901	10	303	161	800	113444.8958	2657.922706	1460349225	14480046	1475	19
19149	0.047	8600	-0.91	3543	83	418	176	799	113735.6444	2659.328717	2234715142	2176851	2237	19
19151	0.052	8610	-1.7	1445	41	359	321	802	114026.7991	2660.733836	1495047025	3666526	1499	19
19153	0.062	8620	-0.72	7319	92	318	156	963	114318.3598	2662.138065	1486150785	45916340	1532	19
19155	0.048	8630	0.21	6041	9	401	58	878	114610.3267	2663.541407	2461239097	22925691	2484	19
19157	0.066	8640	-1.4	8902	54	451	230	935	114902.6999	2664.943861	1515003206	2903882	1518	19
19159	0.053	8650	-0.52	6045	81	396	99	894	115195.4794	2666.345431	1386934256	8721187	1396	19
19161	0.047	8660	0.72	2670	85	450	102	936	115488.6654	2667.746117	1489272908	8596900	1498	19
19163	0.073	8670	1.5	1475	97	454	144	924	115782.2579	2669.14592	1186445458	26214586	1213	19
19165	0.039	8680	2.2	1728	22	392	63	924	116076.257	2670.544844	1530110541	1486129	1532	19
19167	0.041	8690	1.8	5927	72	371	282	901	116370.6629	2671.942889	1989974789	1707482	1992	19
19169	0.045	8700	1.8	6930	69	360	34	819	116665.4756	2673.340056	1483235358	2509640	1486	19
19171	0.066	8710	1.3	7008	70	495	226	981	116960.6952	2674.736348	1867411159	2769421	1870	19
19173	0.067	8720	0.083	6128	91	329	138	920	117256.3218	2676.131766	1377618862	7133359	1385	19
19175	0.06	8730	-1.1	5658	30	447	309	850	117552.3556	2677.526311	1097235787	5575853	1103	19
19177	0.08	8740	1.5	6704	64	434	13	917	117848.7965	2678.919985	1255597345	14839910	1270	19
19179	0.094	8750	0.72	257	3	363	98	975	118145.6447	2680.312789	1118443321	10846138	1129	19
19181	0.058	8760	-2.1	8362	49	326	266	832	118442.9004	2681.704726	1475844902	9125392	1485	19
19183	0.049	8770	0.48	1759	10	331	37	873	118740.5634	2683.095796	1473322162	5353718	1479	19
19185	0.064	8780	-0.85	949	9	323	317	780	119038.6341	2684.486001	1360940690	4347639	1365	19
19187	0.083	8790	0.13	2091	67	373	58	986	119337.1124	2685.875343	1853443681	7277624	1861	19
19189	0.091	8800	-0.36	9293	42	432	4	814	119635.9985	2687.263823	1037261880	3182052	1040	19
19191	0.058	8810	0.97	4594	38	405	55	836	119935.2925	2688.651443	1786750177	698598	1787	19
19193	0.057	8820	-0.94	5506	20	420	76	878	120234.9943	2690.038203	2260790856	12793707	2274	19
19195	0.063	8830	1.4	9162	1	413	324	861	120535.1043	2691.424107	1036314942	4709127	1041	19
19197	0.084	8840	0.082	8668	17	451	90	892	120835.6223	2692.809154	1503286809	4703964	1508	19
20001	0.078	8850	-0.4	5709	65	408	37	970	121136.5486	2694.193347	1295779079	13007160	1309	20
20003	0.079	8860	-0.1	1654	53	432	197	959	121437.8831	2695.576688	1501276766	10586461	1512	20
20005	0.081	8870	0.95	5738	14	465	115	880	121739.6261	2696.959177	1116729682	6857575	1124	20
20007	0.051	8880	0.25	8314	76	377	233	766	122041.7776	2698.340816	2937251662	5403867	2943	20
20009	0.061	8890	-0.44	5256	59	407	18	954	122344.3377	2699.721606	2319076873	13555388	2333	20
20011	0.065	8900	-1.7	2681	63	385	176	894	122647.3064	2701.10155	1645861887	9377511	1655	20
20013	0.056	8910	0.85	6428	54	482	138	822	122950.6839	2702.480648	1478552682	3196147	1482	20
20015	0.072	8920	0.33	4243	7	343	244	862	123254.4703	2703.858902	3703340011	43150127	3746	20
20017	0.054	8930	0.81	834	6	318	346	769	123558.6656	2705.236314	2002216831	12087937	2014	20
20019	0.084	8940	-0.92	7128	52	416	126	892	123863.27	2706.612885	1654693638	15243752	1670	20
20021	0.085	8950	0.8	3655	17	377	95	754	124168.2836	2707.988616	1521793575	8948874	1531	20
20023	0.037	8960	-1.6	4372	69	340	228	817	124473.7063	2709.363508	2641502313	2738021	2644	20
20025	0.037	8970	-0.049	2210	35	315	237	865	124779.5384	2710.737564	2524286193	6604959	2531	20
20027	0.042	8980	0.64	1058	40	391	84	802	125085.7799	2712.110785	1671328018	26673877	1698	20
20029	0.045	8990	-0.04	4411	46	433	83	855	125392.4309	2713.483172	1852726648	6859880	1860	20
20031	0.057	9000	0.39	3777	13	488	330	917	125699.4915	2714.854727	1623784682	70310162	1694	20
20033	0.038	9010	0.8	7664	78	338	2	892	126006.9618	2716.22545	2041681358	3604153	2045	20
20035	0.076	9020	-0.33	1159	63	414	210	807	126314.8418	2717.595344	2915656885	17314093	2933	20
